ts,CO2,TVOC,PM10,PM2.5,CO,Air Quality,LDR,O3,Temp,Hum
2024-05-22 17:05:00,953.0,82.67999999999999,5.172,0.8196,408.65999999999997,80.78,914.68,558.1,32.742,34.20399999999999
2024-05-22 17:10:00,964.0,93.0,5.1128,0.781,464.34,84.78,911.1200000000001,570.9,32.756,34.104
2024-05-22 17:15:00,964.0,93.0,5.6494,0.8141999999999999,444.86,83.76,915.0,560.8399999999999,32.775999999999996,33.92
2024-05-22 17:20:00,964.0,93.0,5.2516,0.8987999999999999,430.58000000000004,85.66,916.36,565.6600000000001,32.804,34.33
2024-05-22 17:25:00,964.0,93.0,4.9046,0.8102,432.56000000000006,93.25999999999999,909.74,583.52,32.856,35.548
2024-05-22 17:30:00,964.0,93.0,5.4921999999999995,0.8362,418.02,94.72,903.0,578.24,32.892,35.192
2024-05-22 17:35:00,964.0,93.0,5.3076,0.8390000000000001,405.04,92.7,907.3800000000001,568.86,32.886,34.854
2024-05-22 17:40:00,964.0,93.0,5.1542,0.8286,395.1,90.92,908.64,564.7,32.9,34.598
2024-05-22 17:45:00,964.0,93.0,5.2018,0.8124,382.78000000000003,91.02,908.22,560.22,32.9,34.396
2024-05-22 17:50:00,964.0,93.0,5.268800000000001,0.7518,373.8,90.74000000000001,899.0,556.36,32.894,34.172000000000004
2024-05-22 17:55:00,964.0,93.0,5.1606000000000005,0.7946,364.88,87.06,904.14,551.52,32.85,34.016
2024-05-22 18:00:00,964.0,94.32000000000001,5.1554,0.8033999999999999,356.12,84.5,904.9200000000001,545.8399999999999,32.802,33.93
2024-05-22 18:05:00,964.0,93.88,5.174,0.8086,346.08000000000004,84.24,901.72,543.3199999999999,32.794,33.84
2024-05-22 18:10:00,964.0,92.82000000000001,5.7064,0.9937999999999999,338.04,86.67999999999999,897.24,539.86,32.8,33.748000000000005
2024-05-22 18:15:00,964.0,87.2,5.5954,0.8994,333.0,86.24,879.64,538.1800000000001,32.769999999999996,33.678
2024-05-22 18:20:00,946.24,87.36,5.4854,0.8586,331.06,87.0,876.96,537.88,32.744,33.748000000000005
2024-05-22 18:25:00,937.36,84.44,5.2924,0.8208,327.15999999999997,87.44,872.5200000000001,536.9,32.706,33.87
2024-05-22 18:30:00,964.0,81.44,5.5956,0.8308,325.04,86.88,868.18,533.98,32.7,33.944
2024-05-22 18:35:00,964.0,58.120000000000005,5.2094000000000005,0.7748,320.2,84.94,894.24,531.8399999999999,32.7,33.944
2024-05-22 18:40:00,964.0,52.78000000000001,5.2585999999999995,0.908,313.7,83.68,906.6200000000001,531.36,32.72,33.908
2024-05-22 18:45:00,937.7,58.0,4.9938,0.8353999999999999,308.64,86.08,905.9200000000001,529.28,32.762,33.786
2024-05-22 18:50:00,761.9,49.54,5.534000000000001,0.8602000000000001,306.15999999999997,83.38,905.9799999999999,527.9399999999999,32.804,33.686
2024-05-22 18:55:00,682.8399999999999,44.6,5.7234,0.9343999999999999,298.58000000000004,85.28,906.2,526.4,32.844,33.61
2024-05-22 19:00:00,669.16,46.78,5.5278,0.8699999999999999,293.02,83.74,904.3399999999999,524.3399999999999,32.85,33.592
2024-05-22 19:05:00,689.6800000000001,52.94,5.122,0.812,288.44,84.02000000000001,923.1200000000001,522.64,32.866,33.498000000000005
2024-05-22 19:10:00,684.78,64.22,5.3482,0.8737999999999999,286.36,85.52,925.24,522.0,32.854,33.406
2024-05-22 19:15:00,666.22,54.82000000000001,4.901400000000001,0.7647999999999999,281.76,84.6,922.96,519.88,32.88,33.354
2024-05-22 19:20:00,603.42,47.28,4.9434,0.746,281.21999999999997,85.14,926.86,518.74,32.9,33.362
2024-05-22 19:25:00,648.92,60.8,5.2238,0.7664,277.12,86.16,934.3399999999999,519.26,32.886,33.414
2024-05-22 19:30:00,666.4399999999999,63.64,5.2966,0.8226000000000001,274.4,84.88000000000001,928.26,519.34,32.868,33.596000000000004
2024-05-22 19:35:00,607.6800000000001,56.4,5.0756,0.8666,273.56,86.0,933.24,517.1800000000001,32.844,33.652
2024-05-22 19:40:00,621.9,50.160000000000004,4.8854,0.7734,270.02,86.88,933.82,517.6600000000001,32.821999999999996,33.616
2024-05-22 19:45:00,623.56,43.58,5.0156,0.7654,268.9,85.18,934.0799999999999,517.9399999999999,32.82,33.656
2024-05-22 19:50:00,677.62,56.7,5.0424,0.7514000000000001,268.21999999999997,84.38,934.64,518.0,32.809999999999995,33.67
2024-05-22 19:55:00,629.6400000000001,63.64,4.9836,0.776,267.18,85.52000000000001,930.2,515.64,32.809999999999995,33.576
2024-05-22 20:00:00,685.86,57.08,4.7836,0.7116,266.15999999999997,85.03999999999999,930.4200000000001,518.14,32.8,33.46
2024-05-22 20:05:00,688.22,60.14,4.9558,0.75,260.28000000000003,83.92,928.4399999999999,515.74,32.794,33.368
2024-05-22 20:10:00,701.52,50.64,4.909000000000001,0.7384000000000001,262.15999999999997,84.78,934.0600000000001,514.38,32.756,33.372
2024-05-22 20:15:00,719.48,50.14,4.9892,0.8148,270.86,85.66,934.46,518.26,32.751999999999995,33.468
2024-05-22 20:20:00,699.1,54.04,5.1854,0.8144,268.68,86.85999999999999,934.1,517.38,32.757999999999996,33.5
2024-05-22 20:25:00,651.58,55.67999999999999,4.976,0.7682,267.88,83.26,928.9799999999999,517.02,32.76,33.5
2024-05-22 20:30:00,827.8399999999999,48.78,4.958,0.7474000000000001,276.28000000000003,87.17999999999999,928.9799999999999,518.6,32.75,33.495999999999995
2024-05-22 20:35:00,733.52,41.660000000000004,4.9586,0.7118,274.65999999999997,87.2,937.5799999999999,520.8,32.751999999999995,33.464
2024-05-22 20:40:00,680.52,54.98,4.9482,0.774,271.6,86.96,937.1600000000001,519.42,32.757999999999996,33.404
2024-05-22 20:45:00,546.1800000000001,48.22,5.2332,0.8698,268.3,88.78,933.2,517.74,32.75,33.358000000000004
2024-05-22 20:50:00,654.6800000000001,58.17999999999999,4.9224,0.7856,264.71999999999997,87.1,931.82,517.42,32.75,33.336
2024-05-22 20:55:00,615.22,48.64,4.8452,0.744,261.82,86.9,931.26,517.2,32.75,33.254000000000005
2024-05-22 21:00:00,647.28,52.2,4.9990000000000006,0.8316000000000001,260.28000000000003,87.66,931.3,517.6800000000001,32.75,33.25
2024-05-22 21:05:00,665.4,57.339999999999996,5.1164000000000005,0.9728,258.2,89.26,929.0600000000001,517.42,32.744,33.286
2024-05-22 21:10:00,653.1600000000001,40.6,4.9104,0.8144,258.38,85.53999999999999,556.22,517.64,32.715999999999994,33.206
2024-05-22 21:15:00,679.58,60.220000000000006,4.7463999999999995,0.766,257.02000000000004,86.28,64.22,516.76,32.674,33.074
2024-05-22 21:20:00,658.74,58.56,4.8702,0.7577999999999999,256.3,87.96,48.08,516.14,32.592,33.012
2024-05-22 21:25:00,667.02,58.02,4.710800000000001,0.757,253.11999999999998,83.82,60.2,516.1600000000001,32.513999999999996,32.972
2024-05-22 21:30:00,649.5,51.2,4.762,0.713,250.77999999999997,85.22,77.53999999999999,516.12,32.47,33.001999999999995
2024-05-22 21:35:00,632.3399999999999,49.58,4.7668,0.7933999999999999,251.61999999999998,84.68,77.72,517.38,32.45,33.088
2024-05-22 21:40:00,665.5400000000001,57.779999999999994,4.7362,0.7293999999999999,253.98000000000002,87.0,77.98,517.76,32.43,33.168
2024-05-22 21:45:00,601.58,49.519999999999996,4.7614,0.7588,254.4,85.86,76.28,516.9,32.394,33.2
2024-05-22 21:50:00,620.34,42.78,4.7714,0.7318,255.18,86.94,57.18000000000001,517.5,32.396,33.212
2024-05-22 21:55:00,779.24,45.8,4.7916,0.7594,260.28000000000003,86.36,50.239999999999995,521.92,32.422,33.775999999999996
2024-05-22 22:00:00,863.32,53.120000000000005,4.7788,0.7498,264.82,87.78,50.38000000000001,526.4399999999999,32.488,34.88
2024-05-22 22:05:00,647.4,46.04,4.7716,0.7622,261.32,88.6,50.04,521.9599999999999,32.488,34.212
2024-05-22 22:10:00,667.46,56.620000000000005,4.7206,0.715,255.66,89.2,74.2,518.52,32.452,33.626
2024-05-22 22:15:00,658.3199999999999,58.92,4.6896,0.7502,253.72000000000003,86.52000000000001,525.1600000000001,516.38,32.428,33.327999999999996
2024-05-22 22:20:00,688.9399999999999,60.82000000000001,4.9113999999999995,0.7386,251.21999999999997,85.36,920.8,517.4,32.402,33.245999999999995
2024-05-22 22:25:00,679.08,53.6,4.9626,0.786,248.71999999999997,83.4,935.1200000000001,517.3399999999999,32.4,33.206
2024-05-22 22:30:00,648.6800000000001,62.17999999999999,4.7622,0.7372,250.32,82.88,813.3199999999999,516.24,32.4,33.184000000000005
2024-05-22 22:35:00,686.52,60.64,5.2164,0.9476000000000001,247.82,84.42,192.68,515.42,32.4,33.21
2024-05-22 22:40:00,687.26,56.64,5.1777999999999995,0.8775999999999999,247.11999999999998,83.42,60.44,513.5,32.4,33.2
2024-05-22 22:45:00,689.2,59.17999999999999,5.2424,0.7926,246.32,84.96000000000001,61.64,511.9,32.398,33.206
2024-05-22 22:50:00,679.3199999999999,61.279999999999994,5.079400000000001,0.7756000000000001,246.66,84.76,62.86,511.8,32.362,33.269999999999996
2024-05-22 22:55:00,808.58,47.3,5.0256,0.7792,247.08,85.6,64.76,516.8399999999999,32.382,34.007999999999996
2024-05-22 23:00:00,781.38,48.160000000000004,4.8100000000000005,0.7156,251.95999999999998,84.06,73.96000000000001,517.96,32.448,34.769999999999996
2024-05-22 23:05:00,674.52,48.839999999999996,5.0556,0.7402,250.38000000000002,83.5,76.2,514.1,32.444,34.14
2024-05-22 23:10:00,657.2,49.239999999999995,4.819999999999999,0.7577999999999999,246.18,82.7,74.58,511.21999999999997,32.394,33.672000000000004
2024-05-22 23:15:00,671.64,47.879999999999995,4.699,0.7694,244.2,82.08,72.14,510.12,32.333999999999996,33.410000000000004
2024-05-22 23:20:00,829.9799999999999,57.46,4.6074,0.741,248.82,82.1,71.94,513.6600000000001,32.38,33.956
2024-05-22 23:25:00,814.72,54.02,4.739199999999999,0.7535999999999999,251.38000000000002,84.12,85.44,516.78,32.465999999999994,34.928000000000004
2024-05-22 23:30:00,690.24,56.5,5.0018,0.775,246.9,83.72,86.47999999999999,511.5,32.45,34.302
2024-05-22 23:35:00,688.08,63.36,4.877599999999999,0.7485999999999999,243.06,78.82000000000001,87.62,508.26000000000005,32.410000000000004,33.808
2024-05-22 23:40:00,687.0600000000001,65.76,4.8222000000000005,0.771,241.3,79.38,86.88,506.52,32.356,33.574
2024-05-22 23:45:00,618.8,56.720000000000006,4.774,0.7356,239.28000000000003,79.12,87.2,506.03999999999996,32.306,33.424
2024-05-22 23:50:00,654.1600000000001,67.02000000000001,4.7256,0.7556,238.2,80.97999999999999,88.36,505.52,32.3,33.339999999999996
2024-05-22 23:55:00,685.5600000000001,67.24,4.7406,0.742,238.45999999999998,80.76,87.84,503.86,32.3,33.269999999999996
2024-05-23 00:00:00,668.08,65.44,4.618,0.6996,239.24,79.1,65.03999999999999,501.43999999999994,32.3,33.194
2024-05-23 00:05:00,649.8199999999999,58.56,4.787,0.7116,238.34,77.78,57.839999999999996,501.93999999999994,32.3,33.158
2024-05-23 00:10:00,649.8199999999999,59.52,4.666,0.728,240.51999999999998,79.32000000000001,70.03999999999999,503.2,32.3,33.162
2024-05-23 00:15:00,645.28,57.4,4.7858,0.707,239.56,84.03999999999999,87.18,504.12,32.3,33.194
2024-05-23 00:20:00,690.1800000000001,61.260000000000005,4.7212000000000005,0.7061999999999999,239.48000000000002,79.96000000000001,86.94000000000001,503.23999999999995,32.3,33.178
2024-05-23 00:25:00,661.1600000000001,55.98,4.7966,0.713,242.76,79.3,87.66,504.0,32.3,33.146
2024-05-23 00:30:00,669.76,57.6,4.7972,0.7766,240.48000000000002,80.03999999999999,86.66,504.48,32.3,33.124
2024-05-23 00:35:00,621.76,44.660000000000004,4.6886,0.6821999999999999,239.24,79.0,87.94,503.32,32.3,33.106
2024-05-23 00:40:00,662.2,51.879999999999995,4.6624,0.6781999999999999,240.06,78.8,89.54,502.6,32.294,33.092
2024-05-23 00:45:00,651.76,60.02,4.8086,0.7352,238.61999999999998,82.02000000000001,89.86,503.48,32.275999999999996,33.138
2024-05-23 00:50:00,632.46,53.42,4.6222,0.725,237.56,82.35999999999999,88.5,502.9,32.3,33.176
2024-05-23 00:55:00,688.1800000000001,68.88,4.699,0.7156,239.16,81.88,88.5,503.93999999999994,32.3,33.236000000000004
2024-05-23 01:00:00,636.0600000000001,52.0,4.7354,0.7028,239.26,78.9,89.72,506.98,32.3,33.238
2024-05-23 01:05:00,651.84,47.38,4.7025999999999994,0.7034,240.68,82.26,90.22,504.48,32.3,33.251999999999995
2024-05-23 01:10:00,679.6800000000001,56.52,4.702,0.7165999999999999,240.98000000000002,76.66,90.24,504.34,32.3,33.257999999999996
2024-05-23 01:15:00,687.6600000000001,58.92,4.6701999999999995,0.7138,242.1,80.67999999999999,88.92,504.0,32.3,33.258
2024-05-23 01:20:00,667.66,61.8,4.740399999999999,0.6961999999999999,240.85999999999999,79.92,89.3,504.46000000000004,32.3,33.256
2024-05-23 01:25:00,638.1800000000001,60.7,4.686,0.6671999999999999,240.9,80.74,90.3,504.23999999999995,32.3,33.274
2024-05-23 01:30:00,659.3199999999999,57.56,4.6308,0.6901999999999999,240.2,80.62,88.62,503.48,32.3,33.251999999999995
2024-05-23 01:35:00,691.4,60.1,4.7308,0.7188,241.44,80.94,89.0,504.76000000000005,32.3,33.269999999999996
2024-05-23 01:40:00,668.4,58.660000000000004,4.7494,0.6968,241.64000000000001,79.74,88.72,503.71999999999997,32.3,33.308
2024-05-23 01:45:00,658.4599999999999,46.64,4.7972,0.7932,238.78000000000003,79.26,88.46000000000001,503.93999999999994,32.3,33.342
2024-05-23 01:50:00,689.5,53.46,4.6806,0.7272000000000001,239.0,78.17999999999999,88.97999999999999,503.1,32.3,33.342
2024-05-23 01:55:00,688.2,67.38,4.7126,0.7103999999999999,239.58,77.96000000000001,89.26,505.2,32.3,33.348
2024-05-23 02:00:00,636.36,50.62,4.7138,0.7156,241.1,77.92,89.5,505.38,32.3,33.35
2024-05-23 02:05:00,646.6,57.760000000000005,4.7088,0.7028,241.44,80.5,88.88,504.38,32.3,33.35
2024-05-23 02:10:00,688.24,56.220000000000006,4.7174,0.6512,241.6,79.7,90.58,505.58000000000004,32.3,33.35
2024-05-23 02:15:00,686.42,59.08,4.6734,0.6632,241.7,79.96000000000001,89.9,504.34,32.3,33.35
2024-05-23 02:20:00,689.0600000000001,51.660000000000004,4.665,0.6834,240.84,78.22,89.68,505.88,32.3,33.339999999999996
2024-05-23 02:25:00,690.86,57.36,4.7538,0.6847999999999999,243.16,81.62,90.12,503.48,32.3,33.3
2024-05-23 02:30:00,687.36,64.72,4.6944,0.6918,245.2,79.72,90.26,502.36,32.3,33.296
2024-05-23 02:35:00,687.78,63.94,4.6246,0.698,243.0,76.02000000000001,90.46000000000001,502.62,32.3,33.304
2024-05-23 02:40:00,688.8,59.56,4.6054,0.6692,241.7,80.16,89.52000000000001,502.91999999999996,32.3,33.306
2024-05-23 02:45:00,686.96,69.1,4.674799999999999,0.7058,242.28000000000003,80.67999999999999,91.14,503.02,32.3,33.292
2024-05-23 02:50:00,764.5,63.660000000000004,4.6912,0.7188,244.32,79.78,91.42,505.06000000000006,32.308,33.482
2024-05-23 02:55:00,899.4200000000001,60.260000000000005,4.6368,0.7228,250.74,79.76,90.04,511.3,32.402,34.414
2024-05-23 03:00:00,727.38,52.54,4.5958,0.6792,249.7,78.98,90.76,508.21999999999997,32.42,34.168
2024-05-23 03:05:00,696.62,43.660000000000004,4.706200000000001,0.6746,247.42,78.8,89.6,505.36,32.374,33.676
2024-05-23 03:10:00,669.96,32.62,4.7424,0.7078,244.88000000000002,78.62,88.64,501.93999999999994,32.306,33.376
2024-05-23 03:15:00,662.76,49.18,4.718999999999999,0.6936,242.84,77.42,89.88000000000001,502.1,32.275999999999996,33.218
2024-05-23 03:20:00,690.4399999999999,64.32000000000001,4.6168,0.688,241.48000000000002,77.36,90.52,502.28000000000003,32.244,33.124
2024-05-23 03:25:00,643.88,58.98,4.63,0.6998,244.0,78.17999999999999,90.44,501.73999999999995,32.22,33.15
2024-05-23 03:30:00,688.9,62.660000000000004,4.6354,0.7198,243.92,78.9,90.92,502.2,32.2,33.196000000000005
2024-05-23 03:35:00,689.9,59.3,4.6411999999999995,0.7183999999999999,244.98000000000002,78.96000000000001,90.68,501.34,32.2,33.224000000000004
2024-05-23 03:40:00,687.3399999999999,65.7,4.6198,0.7144,246.44,76.17999999999999,90.52,501.18,32.2,33.202000000000005
2024-05-23 03:45:00,688.62,59.239999999999995,4.6342,0.7085999999999999,245.82,77.03999999999999,90.8,500.78000000000003,32.2,33.162
2024-05-23 03:50:00,687.88,63.82000000000001,4.6808,0.755,241.6,79.67999999999999,91.0,499.66,32.2,33.15
2024-05-23 03:55:00,685.42,70.42,4.667199999999999,0.7484,237.28000000000003,79.12,91.76,501.14,32.2,33.141999999999996
2024-05-23 04:00:00,689.64,72.06,4.6626,0.701,239.64000000000001,78.2,91.5,499.36,32.2,33.138
2024-05-23 04:05:00,687.76,65.58,4.688000000000001,0.7066,240.58,76.7,90.82000000000001,498.53999999999996,32.2,33.134
2024-05-23 04:10:00,687.58,63.279999999999994,4.6246,0.73,240.7,79.52000000000001,91.14,498.6,32.2,33.11
2024-05-23 04:15:00,688.2,63.14,4.7538,0.7598,237.74,79.0,91.56,498.78000000000003,32.2,33.072
2024-05-23 04:20:00,687.88,60.94,4.6284,0.721,240.38000000000002,76.66,90.97999999999999,499.78000000000003,32.194,33.07
2024-05-23 04:25:00,690.38,58.2,4.707,0.7362,240.54000000000002,77.64,91.22,499.06000000000006,32.166,33.114
2024-05-23 04:30:00,642.2,58.96,4.8042,0.6948,238.38000000000002,77.9,92.2,498.84,32.182,33.15
2024-05-23 04:35:00,688.12,63.239999999999995,4.5822,0.7162,238.92,77.34,91.32000000000001,497.86,32.198,33.128
2024-05-23 04:40:00,650.74,52.58,4.6296,0.688,238.14000000000001,77.24,91.08000000000001,497.46000000000004,32.196,33.141999999999996
2024-05-23 04:45:00,629.92,46.86,4.7584,0.6948,238.34,77.76,90.84,497.12,32.164,33.15
2024-05-23 04:50:00,688.1600000000001,63.54,4.6704,0.6866,236.98000000000002,77.64,90.9,498.18,32.164,33.15
2024-05-23 04:55:00,686.8199999999999,65.5,4.6654,0.6931999999999999,236.42,79.58,90.88,498.0,32.182,33.15
2024-05-23 05:00:00,686.76,60.56,4.6058,0.696,235.8,79.34,92.2,495.53999999999996,32.153999999999996,33.15
2024-05-23 05:05:00,687.12,61.86,4.5756,0.7183999999999999,236.58,77.06,92.84,494.28000000000003,32.15,33.15
2024-05-23 05:10:00,661.0,63.06,4.6613999999999995,0.7198,237.18,78.32000000000001,93.2,496.64,32.15,33.15
2024-05-23 05:15:00,652.78,52.04,4.6684,0.7356,236.26,75.74,92.97999999999999,496.18,32.138,33.15
2024-05-23 05:20:00,660.3399999999999,62.620000000000005,4.6128,0.7236,235.04000000000002,75.06,93.14,496.2,32.13,33.15
2024-05-23 05:25:00,687.3199999999999,65.74,4.6606000000000005,0.7318,236.18,76.7,93.92,494.91999999999996,32.102,33.122
2024-05-23 05:30:00,688.08,65.88,4.7278,0.7064,237.71999999999997,76.38,94.14,494.0,32.1,33.088
